TITCK_ID,TITCK_Ilac_Adi,ATC_Barkod,ATC_Kodu,ATC_Durumu,Match_Score
2845,COFİTUS 30 MG/5 ML ŞURUP,8699527573481,R05CB06,Pasif,56.07
2846,COGİTO 10 MG AĞIZDA DAĞILAN TABLET,8699543070308,N06DX01,Aktif,65.67
2847,COGITO 10 MG FILM TABLET,8699566091120,N06DX01,Aktif,71.54
2848,COGITO 10 MG/G ORAL DAMLA,8699566591217,N06DX01,Pasif,64.29
2849,COGITO 20MG FILM TABLET,8699566091137,N06DX01,Aktif,66.15
2850,COGİTO 5 MG AĞIZDA DAĞILAN TABLET,8699543070308,N06DX01,Aktif,63.16
2851,COGİTO TEDAVİYE BAŞLAMA PAKETİ,8699566091106,N06DX01,Pasif,63.91
2852,COLASTIN L 20 MG FILM KAPLI TABLET,8699578090456,C10AA05,Aktif,78.57
2853,COLASTIN L 40 MG FILM KAPLI TABLET,8699525094155,C10AA05,Pasif,77.78
2854,COLASTIN L 80 MG FILM KAPLI TABLET,8699525094162,C10AA05,Pasif,77.78
2855,COLASTİN-L 10 MG FİLM TABLET,8699525093516,C10AA05,Aktif,75.68
2856,"COLBEVATE % 0,05 KREM",8680760540101,R01AA05,Aktif,53.23
2857,"COLBEVATE % 0,05 MERHEM",8699561380243,D07XD,Aktif,53.79
2858,"COLBEVATE % 0,05 SAç LOSYONU",8699561480059,D07XD,Aktif,52.35
2859,"COLCHICUM DISPERT  0,5 MG FILM KAPLI TABLET",8699508120253,M04AC01,Aktif,66.67
2860,COLCİOSPA 4MG/2ML İM ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,8699844750855,M03BX05,Aktif,76.07
2861,COLDASON 650 MG/4 MG/30 MG FİLM KAPLI TABLET,8699680091914,N02BE51,Aktif,58.37
2862,COLDAWAY C  200 MG/30 MG/300 MG FİLM TABLET,8699514094357,M01AE51,Aktif,55.5
2863,COLDAWAY COLD & FLU 200 MG/30 MG FILM KAPLı TABLET,8699540027879,M01AE51,Aktif,65.64
2864,COLDAWAY PLUS 100 MG+15 MG+1 MG/5 ML ŞURUP,8699514570202,M01AE51,Aktif,59.69
2865,COLDFEN 100 MG+15 MG+1 MG/5 ML şURUP,8699293570592,M01AE51,Aktif,58.62
2866,COLDFEN 100 MG+15 MG+1 MG/5 ML ŞURUP,8699527570077,M01AE51,Pasif,59.18
2867,COLDFEN FORT 200 MG/5 ML ORAL SüSPANSIYON,8699587572752,M01AE01,Pasif,62.07
2868,COLDFEN LİKİT KAPSÜL,8681413880919,B02BC30,Aktif,45.37
2869,COLDFEN ZERO 100 MG + 1 MG / 5 ML ORAL SüSPANSIYON,8697927280282,J01DD64,Pasif,58.26
2870,COLDFEN ZERO 200 MG/2 MG FILM KAPLI TABLET,8680150090025,M01AE51,Aktif,60.87
2871,COLDİNOM 100 MG+15 MG+1 MG/5 ML şURUP,8699527570077,M01AE51,Pasif,56.19
2872,COLDSAL 250 MG/200 MG/50 MG TABLET,8699586096068,L04AA32,Aktif,59.14
2873,COLDSAL TABLET,8681428031948,C07AB02,Aktif,51.43
2874,COLEBYN 10 MG TABLET,8699536010984,C10AX09,Pasif,66.67
2875,COLEDAN-A 200.000 IU/ML+100.000 IU/10 ML ORAL DAMLA,8680150590037,A11JA,Pasif,58.25
2876,COLEDAN-D 3  20.000 IU YUMUşAK KAPSüL,8699579190148,A11JA,Pasif,57.47
2877,"COLEDAN-D3  25.000  IU/ML  ORAL  DAMLA, ÇöZELTI",8680150590037,A11JA,Pasif,58.03
2878,COLEDAN-D3 1.000 IU YUMUşAK KAPSüL,8680080000392,A11CC05,Aktif,56.77
2879,"COLEDAN-D3 10.000 IU/ML ORAL DAMLA, ÇöZELTI",8680150590037,A11JA,Pasif,59.07
2880,"COLEDAN-D3 150.000 I.U./10 ML ORAL DAMLA,ÇÖZELTİ(ÜRETİM YERİ: BAĞCILAR/İSTANBUL)",8680080590602,A11CC05,Aktif,52.26
2881,"COLEDAN-D3 150.000 I.U./10 ML ORAL DAMLA,ÇÖZELTİ(ÜRETİM YERİ: ÇERKEZKÖY/TEKİRDAĞ)",8680080590602,A11CC05,Aktif,52.0
2882,"COLEDAN-D3 150.000 I.U./10 ML ORAL DAMLA,ÇÖZELTİ(ÜRETİM YERİ: FARMAMAG TİC.A.Ş.))",8680080590602,A11CC05,Aktif,51.52
2883,"COLEDAN-D3 20.000 IU/ML ORAL DAMLA, ÇöZELTI",8680150590037,A11JA,Pasif,59.07
2884,COLEDAN-D3 2000 IU FILM KAPLı TABLET,8680150010023,A11CC05,Aktif,56.96
2885,COLEDAN-D3 5.000 IU YUMUşAK KAPSüL,8680080000392,A11CC05,Aktif,55.48
2886,COLEDAN-D3 50.000 IU YUMUşAK KAPSüL,8699579190131,A11JA,Pasif,55.68
2887,COLEDAN-D3 FORTE 50.000 IU/5 ML ORAL ÇöZELTI,8680199652840,A11CC05,Aktif,55.49
2888,COLEFİX 10 MG EFERVESAN TABLET,8697929020350,C10AA07,Pasif,62.41
2889,COLEFİX 20 MG EFERVESAN TABLET,8697929020374,C10AA07,Pasif,66.17
2890,COLEFİX 40 MG EFERVESAN TABLET,8697929020404,C10AA07,Pasif,62.41
2891,COLEFİX 5 MG EFERVESAN TABLET,8697929020350,C10AA07,Pasif,58.74
2892,"COLEPLUS  D3  150.000  IU/10  ML  ORAL  DAMLA, ÇÖZELTI",8683262443048,A11CC05,Aktif,56.35
2893,"COLEVİT-D3 150.000 I.U./ 10 ML ORAL DAMLA, ÇÖZELTİ",8682764002081,A11CC05,Aktif,58.62
2894,COLEWİNDE 10.000 I.U. YUMUŞAK KAPSÜL,8680080000392,A11CC05,Aktif,57.89
2895,COLEWİNDE 20.000  I.U. YUMUŞAK  KAPSÜL,8680080000392,A11CC05,Aktif,57.89
2896,COLEWİNDE 5.000 I.U. YUMUŞAK KAPSÜL,8680080000392,A11CC05,Aktif,56.95
2897,COLEWİNDE 50.000 I.U YUMUŞAK KAPSÜL,8680080000392,A11CC05,Aktif,56.58
2898,"COLİDENT %8,71 JEL SPREY",8699504540413,H05BA01,Pasif,50.0
2899,COLIDUR 200 MG FILM TABLET,8699580090413,A07AA11,Aktif,64.81
2900,COLİDUR FORT 550 MG FİLM KAPLI TABLET,8699580090666,A07AA11,Aktif,67.65
2901,COLIMYCIN 1.500.000 IU IM/IV ENJEKSIYON İÇIN LİYOFİLİZE TOZ İÇEREN FLAKON,8699702773026,J01XB01,Aktif,65.73
2902,COLIMYCIN 2.250.000 IU IM/IV ENJEKSİYON İÇİN LİYOFİLİZE TOZ İÇEREN FLAKON,8681429550028,B02BD02,Aktif,65.16
2903,COLIMYCIN 4.500.000 IU IM/IV ENJEKSİYON İÇİN LİYOFİLİZE TOZ İÇEREN FLAKON,8681429550028,B02BD02,Aktif,65.16
2904,COLİSTİMCİN İ.M./İ.V. ENJEKSIYON İÇIN LIYOFILIZE TOZ İÇEREN FLAKON,8699702773026,J01XB01,Aktif,70.66
2905,COLITIM  150  MG  IM/IV  ENJEKSIYONLUK  VE  İNHALASYONLUK  ÇöZELTI  HAZıRLAMAK  İçIN  LIYOFILIZE  TOZ  VE  ÇöZüCü,8681735790255,J01XB01,Aktif,81.08
2906,COLMEZA 500 MG ENTERİK KAPLI TABLET,8699586042058,A07EC02,Aktif,65.55
2907,COLNAR 10 MG FILM KAPLI TABLET,8680833090991,C10AA07,Pasif,75.21
2908,COLNAR 20 MG FILM KAPLI TABLET,8680833091011,C10AA07,Pasif,75.21
2909,COLNAR 40 MG FILM KAPLI TABLET,8699536091495,C10AA07,Pasif,69.84
2910,COLNAR 5 MG FİLM KAPLI TABLET,8680833090984,C10AA07,Pasif,74.78
2911,COMBANTRIN 250 MG ÇIĞNEME TABLETI,8699262080039,R03DC03,Pasif,71.11
2912,COMBANTRIN 250 MG/5 ML ORAL SÜSPANSIYON,8699570700018,P02CC01,Aktif,76.0
2913,COMBİBERO İNHALASYON İÇİN ÖLÇÜLÜ DOZLU AEROSOL,8699693520111,R03AL01,Pasif,71.36
2914,COMBİCİD 1000 MG IM ENJEKTABL FLAKON,8699828270263,J01CG01,Aktif,56.0
2915,COMBİCİD 1000 MG IM/IV ENJEKTABL FLAKON,8699828270263,J01CG01,Aktif,56.18
2916,COMBICID 250 MG/5 ML ORAL SÜSPANSIYON HAZIRLAMAK IÇIN KURU TOZ,8699508280179,J01CR04,Aktif,66.67
2917,COMBİCİD 250MG IM/ENJEKTABL FLAKON,8699828270263,J01CG01,Aktif,55.49
2918,COMBİCİD 250MG IM/IV ENJEKTABL FLAKON,8699828270263,J01CG01,Aktif,55.68
2919,COMBICID 375 MG FİLM TABLET,8681308091246,J01CR04,Aktif,65.12
2920,COMBİCİD 500 MG IM ENJEKTABL FLAKON,8699828270263,J01CG01,Aktif,55.17
2921,COMBİCİD 500 MG IM/IV ENJEKTABL FLAKON,8699828270263,J01CG01,Aktif,55.37
2922,COMBİCİD 750 MG FİLM TABLET,8699569090212,J01CR04,Pasif,63.33
2923,"COMBIDEX %0 .3+% 0.1 GöZ DAMLASI,ÇÖZELTI",8699569610328,S01CA01,Aktif,62.96
2924,"COMBIGAN  %0.2 + %0.5 GöZ DAMLASı, ÇöZELTI",8699844611880,S01ED51,Aktif,67.5
2925,COMBIPACK EASYHALER 12MCG/200MCG İNHALASYON TOZU,8699514550013,R03AK07,Pasif,64.58
2926,COMBIPACK EASYHALER 12MCG/400MCG İNHALASYON TOZU,8699514550020,R03AK07,Pasif,64.89
2927,COMBISAR 10/160MG FILM KAPLI TABLET,8699569091806,C09DB01,Pasif,73.68
2928,COMBISAR 10/320MG FILM KAPLI TABLET,8699569091790,C09DB01,Aktif,71.86
2929,COMBISAR 5/160 MG FİLM KAPLI TABLET,8699569091790,C09DB01,Aktif,74.25
2930,COMBİSAR PLUS 10 MG / 160 MG / 12.5 MG FİLM KAPLI TABLET,8699536092409,C09DX01,Aktif,71.56
2931,COMBİSAR PLUS 10 MG / 160 MG / 25 MG FİLM KAPLI TABLET,8699536092416,C09DX01,Aktif,71.96
2932,COMBİSAR PLUS 10 MG / 320 MG / 25 MG FİLM KAPLI TABLET,8699536092393,C09DX01,Aktif,70.42
2933,COMBİSAR PLUS 5 MG / 160 MG / 12.5 MG FİLM KAPLI TABLET,8699536092386,C09DX01,Aktif,70.7
2934,COMBİSAR PLUS 5 MG / 160 MG / 25 MG FİLM KAPLI TABLET,8699536092393,C09DX01,Aktif,70.75
2935,COMBİVİR 150MG/300MG FİLM KAPLI TABLET,8699522096275,J05AR04,Pasif,56.41
2936,COMBO 100MG FILM TABLET,8680760090170,G04BE03,Aktif,61.43
2937,COMBO 25MG FILM TABLET,8680760090156,G04BE03,Pasif,57.97
2938,COMBO 50MG FILM TABLET,8680760090156,G04BE03,Pasif,59.42
2939,"COMPİNAZOL %1 + %0,1 KREM",8680771491065,D01AC20,Aktif,53.33
2940,COMTAN 200 MG FILM KAPLI TABLET,8699504090352,N04BX02,Pasif,75.56
2941,CONBİSOPROL 1.25 MG FİLM KAPLI TABLET,8680199009538,C07AB07,Aktif,67.12
2942,CONBİSOPROL 10 MG FİLM KAPLI TABLET,8680199009538,C07AB07,Aktif,68.06
2943,CONBİSOPROL 2.5 MG FİLM KAPLI TABLET,8680199009538,C07AB07,Aktif,67.59
2944,CONBİSOPROL 5 MG FİLM KAPLI TABLET,8680199009538,C07AB07,Aktif,67.13
2945,CONCERTA 18 MG KONTROLLÜ SALIM TABLETİ,8699593035517,N06BA04,Aktif,54.88
2946,CONCERTA 27 MG KONTROLLÜ SALIM TABLETİ,8699593035753,N06BA04,Aktif,55.21
2947,CONCERTA 36 MG KONTROLLÜ SALIM TABLETİ,8699593035524,N06BA04,Aktif,53.66
2948,CONCERTA 54 MG KONTROLLÜ SALIM TABLETİ,8699593035531,N06BA04,Aktif,53.66
2949,CONCOR 10 MG FİLM KAPLI TABLET,8699228090058,C07AB07,Aktif,64.71
2950,CONCOR 5 MG FİLM KAPLI TABLET,8699228090041,C07AB07,Aktif,64.18
2951,CONİEL 4 MG TABLET,8699514095675,C08CA15,Aktif,63.55
2952,"CONJITEN % 0.025 STERIL GöZ DAMLASı, ÇöZELTI",8699702613100,S01GX08,Aktif,63.83
2953,CONSETIN 30MG/5ML ŞURUP,8681911570053,R05DB27,Aktif,67.24
2954,CONTRA-K 880 MG/G GRANÜL,8699783240011,V03AE01,Aktif,60.14
2955,CONTRACTUBEX JEL,8699708340253,C05BA53,Pasif,47.89
2956,CONTRAMAL 100 MG/2 ML ENJEKSİYONLUK ÇÖZELTİ,8699839750761,N02AX02,Pasif,68.16
2957,"CONTRAMAL 100 MG/ML DAMLA, ÇÖZELTİ",8680400770660,N02AX02,Aktif,60.49
2958,CONTRAMAL 50 MG KAPSÜL,8699369070162,M05BB07,Aktif,53.11
2959,CONTRAMAL RETARD 100MG FİLM KAPLI TABLET,8699514039273,N02AX02,Aktif,54.55
2960,CONTRATEK 100 MG EFERVESAN TABLET,8697936022408,N02AX02,Pasif,61.79
2961,CONTRATEK 50 MG EFERVESAN TABLET,8697936022408,N02AX02,Pasif,60.5
2962,CONTRATHION %2 FLAKON,8699643770139,L01CA02,Pasif,53.15
2963,"CONTUBEL %10 + %0,04 + %1 JEL",8682797000047,V01AA,Aktif,52.83
2964,CONVOLYN 200 MG FILM KAPLı TABLET,8680833091011,C10AA07,Pasif,63.79
2965,CONVULEX 50 MG/ML PEDİYATRİK ŞURUP,8699569570141,R05CB06,Aktif,55.93
2966,CONVULEX CR 300 MG TABLET,8699510030175,N03AG01,Pasif,63.55
2967,CONVULEX CR 500 MG TABLET,8699510030168,N03AG01,Pasif,63.55
2968,COPAXONE 20 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR DOLU ENJEKTÖR,8680199001518,L03AX13,Aktif,74.89
2969,COPAXONE 40 MG/ML ENJEKSİYONLUK ÇÖZELTİ  İÇEREN KULLANIMA HAZIR ENJEKTÖR,8680199001518,L03AX13,Aktif,75.23
2970,COPAXONE 40 MG/ML PEN ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM,8699638953967,L03AX13,Aktif,80.72
2971,COPELLOR 80 MG/1 ML ENJEKSIYONLUK ÇÖZELTI IÇEREN KULLANIMA HAZIR ENJEKTÖR,8699673954677,L04AC13,Aktif,76.53
2972,COPELLOR 80 MG/1 ML ENJEKSIYONLUK ÇÖZELTI İÇEREN KULLANIMA HAZIR KALEM,8699673954677,L04AC13,Aktif,82.23
2973,COPLANIN  400  MG  IM/IV  ENJEKSIYONLUK,8680199798968,J01XA02,Aktif,69.23
2974,COPLANİN 200 MG İ.M./İ.V. ENJEKSIYONLUK çöZELTI IçIN LIYOFILIZE TOZ IçEREN FLAKON,8681697790072,J01XA02,Pasif,73.83
2975,CORALAN 5 MG FILM KAPLı TABLET,8699552090120,C01EB17,Aktif,59.02
2976,CORALAN 7.5 MG FILM KAPLı TABLET,8699552090120,C01EB17,Aktif,58.06
2977,CORASPIN 100 MG ENTERIK KAPLI TABLET,8699546130238,B01AC06,Aktif,68.49
2978,CORASPIN 300 MG ENTERIK KAPLI TABLET,8699546130153,B01AC06,Aktif,68.49
2979,CORBİNAL  250 MG TABLET,8699578010447,D01BA02,Pasif,63.06
2980,CORBİNAL %1 DERMAL SPREY,8699578510411,D01AE15,Pasif,61.79
2981,CORBİNAL %1 KREM,8699578510411,D01AE15,Pasif,57.39
2982,CORDALİN 150 MG/3 ML IV ENJEKSIYONLUK ÇöZELTI,8699502752337,M05BA06,Aktif,66.67
2983,CORDARONE 150 MG/3 ML IV ENJEKSİYONLUK ÇÖZELTİ,8697637750242,A03BA01,Aktif,64.37
2984,CORDARONE 200 MG BÖLÜNEBILIR TABLET,8699529030036,N06AA04,Aktif,60.38
2985,CORDVAX PLUS 160MG/12.5MG FILM TABLET,8699536092386,C09DX01,Aktif,68.42
2986,CORDVAX PLUS 160MG/25MG FILM TABLET,8699536092393,C09DX01,Aktif,67.74
2987,CORDVAX PLUS 80MG/12.5MG FILM TABLET,8699536092393,C09DX01,Aktif,66.31
2988,COREDEM % 5 SODYUM KLORÜR TEK DOZLUK HİPERTONİK OFTALMİK ÇÖZELTİ,8699525610126,S01XA03,Aktif,78.21
2989,CORELAR 10 MG/2 ML İ.V. INFüZYONLUK çöZELTI,8699844752095,C01EB16,Aktif,74.07
2990,"CORIVA  18  MCG  İNHALASYON  TOZU,  SERT  KAPSüL",8699514550006,R03BB04,Aktif,71.6
2991,CORLTO 5 MG TABLET,8699525019981,H02AB06,Aktif,70.45
2992,"CORONIS 12,5 MG TABLET",8699566013245,C07AG02,Aktif,66.67
2993,CORONIS 25 MG TABLET,8699566013184,C07AG02,Pasif,65.22
2994,CORONIS 6.25 MG TABLET,8699566013221,C07AG02,Aktif,66.67
2995,CORRENTE 75 MG FİLM KAPLI TABLET,8680760092051,B01AC04,Pasif,60.99
2996,CORSAL 120 MG+ 5 MG+ 2MG/5ML ŞURUP,8699508570119,N02BE51,Aktif,52.88
2997,CORSAL 300MG/5MG/2MG KAPSüL,8699508150229,N02BE51,Aktif,51.52
2998,"CORTAİR 0,25  MG/ML NEBüLIZASYON IçIN TEK DOZLUK INHALASYON  SüSPANSIYONU IçEREN FLAKON",8699844521165,R03BA02,Aktif,84.82
2999,"CORTAİR 0,5 MG/ML  NEBüLIZASYON IçIN TEK DOZLUK INHALASYON  SüSPANSIYONU IçEREN FLAKON",8699844521165,R03BA02,Aktif,84.3
3000,CORTIMENT MMX 9 MG UZATıLMış SALıMLı TABLET,8697621030671,A07EA06,Aktif,75.17
3001,CORTİMYCİNE %1 GÖZ MERHEMİ,8699828350149,D07CA01,Aktif,51.13
3002,CORTIMYCINE GÖZ POMADI,8699514440703,S01BA02,Aktif,51.67
3003,CORTIPOL 20 MG I.M./I.V. ENJEKSİYONLUK/İNFÜZYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ VE ÇÖZÜCÜ,8699606796770,H02AB04,Aktif,80.31
3004,CORTİPOL 250 MG I.M./ I.V. ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN TOZ VE ÇÖZÜCÜ,8699606796770,H02AB04,Aktif,76.54
3005,CORTIPOL 40 MG I.M./I.V. ENJEKSIYONLUK/İNFüZYONLUK ÇöZELTI HAZıRLAMAK İçIN TOZ VE ÇöZüCü,8699606796787,H02AB04,Aktif,80.31
3006,CORTOMAL %0.1 KREM,8699527383233,D07AB02,Pasif,56.14
3007,CORVIX 10 MG TABLET,8699516018320,C09AA05,Pasif,63.64
3008,CORVIX 2.5 MG TABLET,8699516018306,C09AA05,Pasif,63.64
3009,CORVIX 5 MG TABLET,8699516018283,C09AA05,Pasif,61.36
3010,"COSEBLAR 85 MCG/43 MCG İNHALASYON TOZU, SERT KAPSüL",8699525558992,R03AL04,Aktif,79.59
3011,COSELAM 1875 MG SAŞE,8697637691323,B05XA03,Aktif,49.66
3012,COSELAM 3750 MG SAŞE,8699976251329,R03DC53,Aktif,52.63
3013,COSELAM 625 MG FILM KAPLI TABLET,8699717090613,P01BA02,Pasif,57.34
3014,COSHRA 100 MG FİLM KAPLI TABLET,8680760090170,G04BE03,Aktif,65.28
3015,COSİMPREL 10 MG/10 MG FİLM KAPLI TABLET,8699552091042,C09BX02,Pasif,73.91
3016,COSİMPREL 10 MG/5 MG FİLM KAPLI TABLET,8699552090915,C09BX02,Aktif,73.56
3017,COSİMPREL 5 MG/10 MG FİLM KAPLI TABLET,8699552090915,C09BX02,Aktif,73.56
3018,COSİMPREL 5 MG/5 MG FİLM KAPLI TABLET,8699552090915,C09BX02,Aktif,72.83
3019,COSMOFER 50 MG/ML ENJEKTABL SOLÜSYON IÇEREN AMPUL,8699828750109,A11HA03,Pasif,62.22
3020,COTELLIC 20 MG FİLM KAPLI TABLET,8699566091137,N06DX01,Aktif,56.6
3021,COVADRİN 5 MG FİLM KAPLI TABLET,8699569091929,M05BA06,Pasif,58.02
3022,"COVADRİN 7,5 MG FİLM KAPLI TABLET",8680199094879,C03EA01,Pasif,57.78
3023,COVERAM 10MG/ 5 MG TABLET,8699552010616,C09BB04,Aktif,69.93
3024,COVERAM 10MG/10 MG TABLET,8699552010647,C09BB04,Aktif,71.23
3025,COVERAM 14 MG/10 MG TABLET,8699552010647,C09BB04,Aktif,73.47
3026,COVERAM 3.5 MG/2.5 MG TABLET,8699552010616,C09BB04,Aktif,73.47
3027,COVERAM 5 MG/10MG TABLET,8699552010616,C09BB04,Aktif,69.93
3028,COVERAM 5 MG/5MG TABLET,8699552010616,C09BB04,Aktif,69.01
3029,COVERAM 7 MG/5 MG TABLET,8699552010616,C09BB04,Aktif,71.33
3030,COVERSYL 10 MG FİLM KAPLI TABLET,8699552090489,C09BA04,Aktif,65.81
3031,COVERSYL 2.5 MG FILM KAPLı TABLET,8699552090472,C09BA04,Aktif,65.38
3032,COVERSYL 5 MG FİLM KAPLI TABLET,8699552090472,C09BA04,Aktif,64.94
3033,COVERSYL OD 10 MG AĞIZDA DAĞILAN TABLET,8699552010562,C09BA04,Aktif,60.81
3034,"COVERSYL OD 2,5 MG AĞIZDA DAĞILAN TABLET",8699552010562,C09BA04,Aktif,60.4
3035,COVERSYL OD 5 MG AĞIZDA DAĞILAN TABLET,8699552010562,C09BA04,Aktif,59.86
3036,COVERSYL PLUS 10 MG/2.5 MG FILM KAPLI TABLET,8699552090472,C09BA04,Aktif,68.93
3037,COVERSYL PLUS 4 MG/1.25 MG FILM KAPLI TABLET,8699552090472,C09BA04,Aktif,68.93
3038,COVERSYL PLUS 5 MG/1.25 MG FİLM KAPLI TABLET,8699552090472,C09BA04,Aktif,68.93
3039,COVLAX 5MG FİLM KAPLI TABLET,8699680090276,C09CA04,Aktif,62.14
3040,"COVLAX 7,5MG FİLM KAPLI TABLET",8699552090120,C01EB17,Aktif,62.63
3041,COXULİD 100 MG TABLET,8699570010124,M01AX17,Pasif,70.33
3042,COZAAR 100 MG FILM KAPLI TABLET,8683280337053,C09CA01,Aktif,67.18
3043,COZAAR 50 MG FILM KAPLI TABLET,8683280337060,C09CA01,Aktif,66.67
3044,COZYMEL 3 MG TABLET,8682615184119,N05CH01,Aktif,67.31
3045,CRALIUM 100 MG TABLET,8699527010535,N06BA07,Pasif,72.16
3046,CRALIUM 200 MG TABLET,8699527010542,N06BA07,Aktif,72.16
3047,CRAMPTİNE 1G/5 ML I.M./I.V. ENJEKSİYONLUK ÇÖZELTİ,8680199751161,A16AA01,Aktif,60.24
3048,CREBROS 0.5 MG/ML ORAL ÇÖZELTI,8699566653403,R06AE09,Pasif,63.7
3049,CREBROS 5 MG FILM KAPLI TABLET,8699566093384,R06AE09,Aktif,65.65
3050,CRELİX 10 MG FİLM TABLET,8680833090991,C10AA07,Pasif,62.5
3051,CRELİX 20 MG FİLM TABLET,8680833091011,C10AA07,Pasif,62.5
3052,CRELİX 40 MG FİLM TABLET,8699536091495,C10AA07,Pasif,62.5
3053,CRELİX 5 MG FİLM TABLET,8680833090984,C10AA07,Pasif,61.9
3054,CRESTOR 10 MG FİLM KAPLI  TABLET,8680833090991,C10AA07,Pasif,65.08
3055,CRESTOR 20 MG FİLM KAPLI TABLET,8680833091011,C10AA07,Pasif,65.08
3056,CRESTOR 40 MG FİLM KAPLI TABLET,8699536091495,C10AA07,Pasif,65.08
3057,CRESTOR 5 MG FİLM KAPLI TABLET,8680833090984,C10AA07,Pasif,64.52
3058,CRINONE %8 VAGINAL JEL,8699777342035,G03DA04,Pasif,56.52
3059,CRIXIVAN 400MG KAPSÜL,8699636150122,J05AE02,Pasif,60.78
3060,CROMTOL 10 MG TABLET,8699536011110,C07AB12,Pasif,60.19
3061,CROMTOL 5 MG TABLET,8699536011103,C07AB12,Pasif,59.41
3062,CROSFAT 10 MG FİLM KAPLI TABLET,8699976090638,C10BA06,Aktif,61.74
3063,CROSFAT 20 MG FİLM KAPLI TABLET,8680833091011,C10AA07,Pasif,61.65
3064,CROSFAT 40MG FİLM KAPLI TABLET,8699527093521,A03AB06,Aktif,59.35
3065,Croxilex  1.2  g  IV  Enjeksiyon  İçin  Toz  İçeren  Flakon,8681697270093,J01DD01,Pasif,60.0
3066,CROXILEX  ES 600/42.9 MG ORAL SüSPANSIYON HAZıRLAMAK İçIN KURU TOZ,8699508280346,J01CR02,Aktif,63.78
3067,CROXİLEX - BID 500 MG / 125 MG FİLM KAPLI TABLET,8699536093369,A10BD05,Aktif,57.67
3068,CROXİLEX-BID 200/28 MG  ORAL SÜSPANSİYON HAZIRLAMAK İÇİN KURU TOZ,8699508280346,J01CR02,Aktif,60.87
3069,CROXİLEX-BID 400/57 MG FORT ORAL SÜSPANSİYON HAZIRLAMAK İÇİN KURU TOZ,8699591280049,J01CR02,Aktif,60.87
3070,CROXİLEX-BID 875 MG / 125 MG FILM KAPLı TABLET,8699536093369,A10BD05,Aktif,57.94
3071,CRUSIA 40  MG/0.4 ML  SC/IV  ENJEKSIYONLUK  ÇöZELTI  İçEREN  KULLANıMA HAZıR  ENJEKTöR,8699514950301,L04AB04,Aktif,72.15
3072,CRUTER 100 MG FILM TABLET,8699514096641,L02BX03,Aktif,57.35
3073,CRUTER 100 MG/5 ML ORAL SÜSPANSIYON İÇIN GRANÜL,8699724280038,J01DD13,Pasif,62.89
3074,CRUTER 200MG FILM TABLET,8699514096641,L02BX03,Aktif,56.3
3075,CRUTER 50 MG/5 ML ORAL SÜSPANSIYON İÇIN GRANÜL,8699724280038,J01DD13,Pasif,60.76
3076,CTRAY 10 MMOL/20 ML ENJEKSIYONLUK ÇöZELTI,8699702773125,V08CA02,Aktif,64.44
3077,CTRAY 5 MMOL/10 ML ENJEKSIYONLUK ÇöZELTI,8699702773101,V08CA02,Aktif,62.92
3078,"CTRAY 7,5 MMOL/15 ML ENJEKSIYONLUK ÇöZELTI",8699702773118,V08CA02,Aktif,63.74
3079,CUBİCİN 350 MG İNFÜZYON ÇÖZELTİSİ İÇİN TOZ İÇEREN FLAKON,8699504790801,J01XX09,Pasif,68.35
3080,CUBICIN 350MG İNFÜZYON ÇÖZELTISI İÇIN TOZ İÇEREN FLAKON,8699504790801,J01XX09,Pasif,74.29
3081,CUBICIN 500 MG İNFÜZYON ÇÖZELTISI İÇIN TOZ İÇEREN FLAKON,8699504790856,J01XX09,Pasif,68.35
3082,CUBICIN 500MG İNFÜZYON ÇÖZELTISI İÇIN TOZ İÇEREN FLAKON,8699504790856,J01XX09,Pasif,74.29
3083,"CUFLYN 100 MG/0,35 MG TABLET",8699527592208,B03AB05,Aktif,55.56
3084,CULENTO  10  MG  FILM  KAPLI  TABLET,8680199099126,R03DC03,Pasif,71.76
3085,CULENTO 4 MG ÇIğNEME TABLETI,8699262080022,R03DC03,Pasif,60.16
3086,CULENTO 4 MG PEDİYATRİK ORAL GRANÜL İÇEREN SAŞE,8680199255058,R03DC03,Pasif,72.39
3087,CULENTO 5 MG ÇIğNEME TABLETI,8699262080046,R03DC03,Pasif,60.16
3088,CURATINOX 100 MG/20 ML IV İNFüZYONLUK KONSANTRE ÇöZELTI,8681665471651,L01XA03,Pasif,75.71
3089,CURATINOX 200 MG/40 ML IV İNFüZYONLUK KONSANTRE ÇöZELTI,8681665471668,L01XA03,Pasif,75.71
3090,CURATINOX 50 MG/10 ML IV İNFüZYONLUK KONSANTRE ÇöZELTI,8681665471644,L01XA03,Pasif,75.43
3091,CUREXOL 5 MG  ÇENTİKLİ TABLET,8699517012228,N05AX12,Pasif,68.04
3092,CURON 50 MG/5 ML IV ENJEKSIYONLUK ÇöZELTI İçEREN FLAKON,8699541774109,M03AC09,Pasif,77.97
